customer_id,prod_ca,prod_td,prod_credit_card
2410796,1,0,0
1216297,1,0,0
1351857,1,0,0
2169599,1,0,0
4112230,1,0,0
1311221,1,0,0
12090,1,0,0
254900,0,0,0
2177388,1,0,0
1242822,1,0,0
1131439,1,0,0
1278417,1,0,0
1007558,1,0,1
2562326,1,0,0
234172,1,1,0
1193175,1,0,0
1041676,0,0,0
2255623,1,0,0
1122768,1,0,0
2359563,1,0,0
3784571,1,0,0
2381641,1,0,0
2438404,1,0,0
1501983,1,0,0
4161134,1,0,0
4128332,1,0,0
1163587,1,0,0
265006,1,0,0
3213581,1,0,0
4592660,0,0,1
138191,1,0,0
2426890,1,0,0
3809814,1,0,0
131620,1,0,0
1353045,1,0,0
1321330,0,1,0
1143660,1,0,0
1305209,1,0,0
1124813,1,0,0
2650145,0,1,0
1152964,1,0,0
1000886,1,0,0
3952106,1,0,0
2603595,1,0,0
1293880,1,0,0
1062519,0,1,0
1373516,1,0,0
1413195,0,0,NA
2109874,0,0,NA
4062549,1,0,0
1388725,1,0,0
1158197,1,0,0
1119907,1,0,0
2230522,1,0,0
2349746,1,0,1
1165259,1,0,0
3207294,1,0,0
2491737,1,0,1
1275900,1,0,1
3966775,1,0,0
185999,0,1,0
1978211,1,0,0
1137286,1,0,0
111506,1,0,0
1131356,1,1,1
2160469,1,0,0
1268115,1,0,0
4068878,0,0,1
2339978,1,0,0
2139771,1,1,0
1115090,1,0,0
3956498,1,0,0
4038378,1,0,0
1005694,1,0,0
1074927,1,0,0
1163278,0,1,0
2217426,1,0,1
3845598,1,0,0
2349833,1,0,0
1385391,1,0,0
3929438,1,0,0
1691926,1,0,0
3868613,1,0,0
4038510,1,0,0
4068842,1,0,0
3980157,1,0,0
3820304,1,0,0
4077002,1,0,1
2677124,1,0,0
1684580,1,0,0
2438947,1,0,1
2553997,0,1,0
2446461,1,0,0
1270257,1,1,0
2500970,1,0,0
2580709,1,0,0
2479881,1,0,0
134818,1,0,0
3910802,0,0,1
1113524,1,0,0
1202450,1,0,0
1275141,1,0,0
3917412,1,0,1
3977755,1,0,1
2230161,1,1,1
3896227,1,0,0
1473268,1,0,0
3877116,1,1,1
1104407,1,0,0
1034315,1,0,0
1125374,1,0,0
4622784,1,0,0
122784,0,1,0
3826770,0,0,1
1242693,1,1,1
1534973,1,0,1
3850854,1,0,0
220602,1,1,0
1224892,1,0,0
1035257,1,0,0
1067235,1,0,0
135728,1,0,0
1110523,1,0,0
1358599,1,0,0
4551178,1,0,0
3882961,1,0,0
2159528,1,0,0
1148300,1,0,0
109046,1,0,0
3973016,1,0,0
1206841,1,0,0
2603309,1,0,0
2339278,1,1,1
1326915,0,0,1
1238433,1,0,0
2596834,1,0,1
4056948,1,0,0
238027,1,1,0
1157841,1,0,0
2343829,1,0,0
1302282,1,0,1
3919491,1,0,0
1109284,1,1,0
1138701,1,0,1
1112410,1,0,0
1477847,1,0,0
1127669,1,0,0
2370165,1,0,0
1296332,1,0,0
1236427,1,1,1
3781504,1,0,0
1151536,1,0,0
1209731,1,0,0
1130244,0,0,1
1142781,1,0,0
4111133,1,0,0
3825280,1,0,0
1196375,1,0,0
2389044,1,0,0
1181670,1,0,0
1010906,0,1,0
4038311,1,0,0
1221285,1,0,0
3770498,1,0,0
2202502,1,0,0
137132,1,0,0
2422358,1,0,0
2236055,0,0,1
2517219,1,0,0
1123832,1,0,1
1010644,1,0,0
224115,1,0,1
2554206,1,0,0
1109162,1,0,0
3903056,1,0,0
4007071,0,1,0
1296017,1,0,0
1305240,1,0,1
4087005,1,0,0
1250451,1,0,0
2430073,1,0,0
1258472,0,0,1
2378177,1,0,0
3834374,1,0,0
1274861,1,0,0
4416647,1,0,0
2281841,1,0,0
1069540,1,0,0
1316299,1,0,1
1205399,0,0,1
1775539,1,0,0
2516493,1,0,0
2319946,1,0,0
1273368,1,0,0
1411039,1,0,0
246528,0,1,0
1127377,1,0,0
1069583,1,0,0
132674,1,0,0
1303218,1,0,0
2995676,1,0,0
1187862,1,0,0
1226376,1,0,1
115845,1,1,0
1257099,0,0,NA
3758171,1,0,0
3033748,1,0,1
2930093,1,0,0
1074952,1,1,0
1314082,1,0,1
1832323,1,0,0
3811008,1,1,0
395718,1,0,0
1068553,1,1,0
1255401,1,0,0
1072266,0,0,1
2334392,1,0,0
4584835,1,0,0
2425031,1,0,0
110755,1,0,0
135858,1,1,0
1489080,1,0,0
1203398,0,0,1
1253965,1,0,0
113706,1,0,0
26378,1,0,0
1223954,1,0,0
3780835,1,0,0
2477046,1,0,0
232614,1,1,0
1803015,1,0,0
1142279,1,0,0
2504895,1,0,1
1195036,1,0,0
1474471,1,0,0
2276596,1,0,1
2225137,1,0,0
1003373,1,0,0
2268003,1,0,0
2246573,1,0,1
1025046,1,0,0
2349557,1,0,0
2295610,1,0,0
3952130,1,0,0
2502698,0,0,1
134707,1,0,0
1962210,1,0,0
1069187,1,0,0
2555201,1,0,0
2692249,1,0,0
2242221,1,0,0
211403,1,0,1
2669172,1,0,0
3885236,1,0,0
3977825,1,0,0
1289749,1,0,0
3788627,1,0,0
111088,1,0,1
4528521,1,0,0
3820857,1,0,1
1481029,1,0,0
2883632,1,0,0
2990162,0,0,1
1004956,1,0,0
126705,1,0,0
1340056,0,0,NA
2007371,1,0,0
1899615,1,0,0
2384073,1,0,0
1230033,1,0,0
1163749,1,0,0
2308202,0,0,1
1195616,1,0,0
4433951,1,0,0
1428096,1,0,0
1193339,0,0,0
102566,1,0,0
1221443,1,0,0
1008155,1,0,0
1451015,0,0,NA
2634138,1,0,0
3920471,1,0,0
3885064,1,0,0
2223261,1,0,0
2334419,1,0,0
1172775,1,0,0
1368194,0,1,0
3767038,1,0,1
2445738,1,0,0
3908554,1,0,0
3769719,1,0,1
1429071,1,0,1
1162444,1,0,0
1144281,1,0,0
2654687,1,0,0
2341596,1,0,0
1131487,1,0,1
4017762,0,0,1
2281660,1,0,0
230099,1,0,0
1007314,1,0,0
1167446,1,0,0
1082429,1,0,0
1235344,1,0,0
1191287,1,0,0
1101056,0,1,0
1002175,1,0,0
1332156,1,0,0
1154553,1,0,0
1214653,1,0,0
1023000,1,0,0
389885,0,1,0
1395558,0,1,0
1206395,1,0,0
1390320,1,0,0
2132241,1,0,0
2559412,1,0,0
318587,1,0,0
2424530,1,0,0
1203793,1,0,0
1240955,1,0,0
2339482,1,1,0
3185490,1,0,0
2222690,1,0,0
2466514,1,0,1
1853420,1,0,0
4323201,1,0,0
1865467,1,0,0
1327196,0,1,0
403296,1,0,0
1857027,1,0,0
1140307,1,0,0
1191487,1,0,0
2298880,1,0,0
2982019,1,0,1
2223810,1,0,0
237652,1,0,0
1069188,1,0,1
1200140,1,0,0
4014125,1,0,1
1191373,1,0,0
3909431,1,0,1
1320287,1,0,0
3908571,1,0,0
382739,1,0,0
1226310,1,0,1
1011999,1,0,1
1190348,1,0,0
3886845,1,0,0
2485442,1,0,0
139829,1,0,0
1219124,1,0,0
2425759,1,0,0
1834472,1,0,0
4515171,1,1,0
2204397,1,0,0
1473432,1,0,0
1402161,1,1,0
2624171,1,0,0
1190484,1,0,0
3955248,1,0,0
2258087,1,0,0
1163997,1,1,1
1065497,1,0,0
1012629,1,1,0
1160845,1,0,1
1079413,0,1,0
1358019,1,0,1
1275282,1,0,0
1328804,1,0,0
1187623,1,0,1
136538,1,0,0
1802754,1,0,0
3129502,0,0,NA
1157321,0,1,0
4468372,1,0,0
1267739,1,0,0
1136641,1,0,1
103980,1,0,0
1338798,0,0,1
1270509,1,0,0
1067357,1,0,0
2201288,1,0,0
124864,1,0,0
2471750,1,0,0
4562203,1,0,0
129315,1,1,0
1004398,1,0,0
1918626,1,0,0
1022287,1,0,0
2311990,1,0,0
172263,1,0,0
1139207,1,1,1
2480749,1,0,0
3141844,1,0,0
4125164,1,0,0
2484413,1,1,0
2412057,1,0,0
1003305,1,0,0
1299636,1,0,1
1833133,1,0,0
1117805,1,0,0
1174001,1,1,1
2498438,1,0,1
1184370,1,0,0
228276,1,0,0
2215114,1,0,1
1008963,1,1,1
2590837,1,0,1
3917608,1,0,0
2204355,1,0,0
2359096,1,0,0
1166201,0,1,0
2573220,1,0,0
1262116,1,0,0
1039235,1,0,1
1056868,1,0,1
2097906,1,0,0
3734647,1,0,0
240620,1,0,0
1142514,1,0,0
1138389,1,0,0
1078808,1,0,0
1819160,1,1,0
1332992,0,1,0
1233983,1,0,0
2555528,1,0,1
3888532,1,0,0
2449650,1,0,0
1405772,1,0,0
1161575,1,0,0
2248804,1,0,0
1017452,1,0,0
4092728,1,0,0
1476170,1,0,1
2504131,1,0,0
1004008,1,0,1
4651733,0,1,0
1014324,1,0,1
2318360,1,0,0
1070767,1,0,0
3826826,1,0,1
1511529,1,0,0
1022286,0,0,NA
1247876,1,0,0
125629,1,0,0
1202744,1,0,0
1077563,1,0,0
3769946,1,0,0
1289351,1,0,0
38929,1,0,0
1405468,1,0,0
1394906,0,0,NA
1104938,1,0,0
182990,1,1,1
2462103,1,0,1
136127,0,1,0
1638777,1,0,0
2135859,0,0,1
4110216,1,0,1
1087647,0,0,1
1168577,0,0,1
1191075,1,1,1
1221474,1,0,1
1170459,1,0,0
127503,1,0,0
1464677,1,0,0
3924912,1,0,1
1025214,1,0,0
1398138,1,0,0
1129080,1,0,0
4053039,1,0,0
1252955,1,0,1
2491535,1,0,0
119538,1,0,0
1320925,1,0,0
2255093,1,0,0
2458822,1,0,0
1339996,1,0,0
1208890,1,0,0
1363838,1,0,0
2293531,1,0,0
1213632,1,0,1
1798194,1,0,1
4570856,1,0,0
102735,1,0,1
1132840,1,0,1
4128906,1,0,0
2563911,1,0,0
1115805,1,0,0
1149547,0,1,1
1207845,1,0,0
2370625,1,0,0
2907205,1,0,0
2534560,1,0,0
1655417,1,0,0
392934,1,0,0
1102567,1,0,0
2713711,1,0,0
1107186,1,0,0
1219797,1,0,0
3826871,1,0,0
1101796,1,0,0
2419073,1,0,1
1105773,1,0,1
3929769,1,0,0
3145528,1,0,0
2273019,1,0,0
1161633,1,0,0
2650265,1,0,0
2441820,1,0,0
126285,1,0,0
1104796,1,0,0
3910732,1,0,0
125464,1,0,0
141124,0,0,1
1805944,1,0,0
2331942,1,0,0
1375421,0,0,1
3848055,1,0,1
1039448,1,0,0
1056330,0,1,0
2610044,1,0,0
11793,1,0,1
4119701,1,0,0
1048060,1,0,0
1111637,1,1,1
1214469,1,0,0
4066090,1,0,0
3886843,1,0,1
1197603,1,0,0
1136867,1,0,0
1202807,1,0,0
2478054,1,0,0
155267,0,1,0
4196954,1,0,0
13411,0,1,0
1082153,1,0,0
1296007,1,0,0
1240677,1,0,0
382272,1,1,0
1220143,1,0,0
1119393,1,0,1
1425474,1,0,1
2485885,1,0,0
3940981,0,0,1
1990851,1,0,0
1176180,1,0,0
12861,1,0,0
1302958,1,0,0
4161120,1,0,0
1178094,0,1,1
1329830,1,0,1
1005886,1,0,0
2361723,1,0,0
1119180,1,0,0
2252563,1,0,1
1112869,1,0,0
1135166,1,0,0
4590681,1,0,1
3966517,1,0,0
1087853,1,0,0
2511439,1,0,0
1203774,1,0,0
2412752,1,0,1
1228181,1,0,0
169239,1,0,0
1365319,1,0,0
2398139,1,0,0
2496587,1,0,0
1063822,0,1,0
1104711,1,0,1
1113311,1,0,0
2507658,1,0,0
1105886,1,1,0
1168658,0,1,0
1062277,1,0,1
2560522,1,0,0
1256911,1,0,0
456072,1,0,1
1911356,1,0,0
2343674,1,0,1
3813539,1,0,0
1116661,1,1,0
130192,0,1,0
1226166,1,0,1
1446767,1,0,0
1058708,1,1,1
4007487,0,0,1
1130403,1,0,0
2618076,1,0,0
4068476,1,0,1
2439736,1,1,0
1344564,1,0,1
2293494,1,0,0
140448,1,0,0
1466376,1,0,0
1226950,1,0,0
4141440,1,0,0
2339768,1,0,0
1442556,1,0,0
3957646,1,0,0
1127328,1,0,0
2732948,1,0,0
2344570,1,0,0
1124866,1,0,0
2383378,1,0,0
1014979,1,0,1
2515208,1,0,0
235156,1,0,0
1188497,0,1,0
1136688,1,0,0
109171,1,1,0
2370423,1,0,0
1254980,1,0,0
2207209,1,0,0
1243256,0,0,NA
1006206,1,0,0
1260940,1,0,0
1092529,1,0,0
1374971,1,0,0
1417625,1,0,0
1143412,0,0,1
2432290,1,0,0
2143402,1,0,0
3958472,1,0,0
10472,0,1,0
1464337,1,0,0
3787828,1,0,0
2107013,1,0,0
1155610,1,0,0
1053264,1,0,0
3127754,1,0,0
2231904,1,0,0
3781255,1,0,0
1404795,1,0,0
1152914,0,1,0
2388313,1,0,0
2548794,1,0,0
1192089,1,0,0
11839,1,0,0
2189877,1,0,0
2295806,1,0,0
3944888,0,0,1
1035424,0,0,1
1101863,1,0,0
1173496,1,0,0
1143683,1,0,0
4009542,1,0,1
1096368,1,0,0
1678509,1,0,1
1525893,1,0,0
253367,1,0,0
3830046,1,0,0
101636,1,0,0
4057168,0,1,0
1265932,1,0,0
2385889,1,0,0
1109989,1,0,0
2917320,1,0,1
1236443,1,0,0
1763808,0,1,0
2380958,1,0,0
2484677,1,0,0
2163020,1,0,1
4066345,1,0,0
2038357,1,0,0
4626806,0,0,1
115893,1,1,1
4107595,0,0,1
1221406,1,0,0
2548638,1,0,1
163435,1,1,0
1140066,1,0,0
3740666,1,0,0
109047,1,0,1
1457841,1,1,1
1006803,1,0,0
1038839,1,0,0
4603514,1,0,0
1133451,1,0,0
2261855,1,0,1
101102,1,0,0
1056989,1,0,0
126650,1,0,0
1412917,1,0,0
2583642,1,0,0
2881344,1,0,0
1226197,1,0,1
4070518,1,0,0
2282257,1,0,0
2327513,1,0,0
102360,1,1,1
1132589,1,0,0
1277948,1,0,1
1246620,1,0,0
4009493,1,0,0
3761309,1,0,0
1782880,1,0,0
2440154,1,0,0
1263476,1,0,0
4627588,1,0,0
2958109,1,0,0
1229765,1,0,0
1019911,1,0,0
4032268,1,0,0
2358928,1,0,0
2553275,1,0,0
1921286,1,0,0
2114815,1,0,0
375544,1,0,0
1133504,1,0,0
1190569,1,0,0
2327131,1,0,0
2988652,1,0,0
1159773,1,0,1
3171034,1,0,0
1718415,1,0,0
2231912,1,0,0
1089548,1,1,1
2484164,1,0,0
2252575,1,0,1
2293555,1,0,0
2396358,1,0,0
2514877,1,0,0
2615600,1,0,0
1420445,1,0,0
1172962,1,0,0
2355898,1,0,0
3982960,1,0,0
2409932,1,0,1
1382720,0,0,1
3955336,1,0,0
3965851,1,0,0
2296029,1,0,0
2256482,1,0,0
1315101,1,0,0
4107630,1,0,0
3977942,0,0,1
1251963,1,0,0
2384089,1,0,0
1165479,1,0,0
1064019,1,0,0
1315496,1,0,0
2445771,1,0,0
2597343,1,0,0
4075910,1,0,1
4005338,1,0,1
1366889,1,0,0
1205002,0,1,0
1365423,1,0,0
1553353,1,0,0
3793856,1,0,0
103639,0,1,0
2583927,0,1,0
3788178,1,0,0
2549262,1,0,0
3098013,1,0,0
2207262,0,0,1
1815974,1,0,0
1022054,1,0,0
1943346,1,1,0
2227461,1,0,1
3883994,1,0,0
1196541,1,0,0
3824179,1,0,1
1405764,1,0,0
10609,1,0,1
1014907,1,0,0
1385411,1,0,0
1161418,1,0,0
2570719,1,0,0
394740,1,0,0
377046,0,1,0
1049064,1,0,0
1989311,1,0,0
1171155,1,0,1
1395313,1,0,0
1007861,1,0,0
1005995,1,0,1
1007444,1,0,0
134888,1,0,0
1006683,1,0,1
3821224,1,0,0
1239085,1,0,0
1009307,0,0,0
1005252,1,0,0
1697637,1,1,0
3901114,0,0,1
1284415,1,0,0
1423358,1,1,1
2570784,1,0,0
1207942,1,0,0
1101931,0,0,1
1050629,1,0,0
2306338,0,1,0
3956506,1,0,0
38001,1,1,0
1151400,1,0,0
1172375,1,0,1
1324112,0,1,1
240990,1,0,0
1006538,1,0,1
2556494,1,0,0
1092185,1,0,0
3157049,1,0,0
123688,1,0,0
4520290,1,0,0
1687296,0,0,NA
1058509,1,0,0
2548938,1,0,0
1127348,1,1,0
122663,1,0,0
2555000,1,0,0
3962051,1,0,0
3798744,0,0,1
1251665,1,0,0
2334375,1,0,0
1058378,1,0,0
2417500,1,0,1
2249952,1,0,0
1986963,1,0,0
2526562,1,0,0
198228,1,0,0
397348,1,1,0
2484131,1,0,0
2122495,1,0,0
2522023,1,0,0
1215590,1,0,0
2388248,1,0,0
203571,1,0,0
2337141,1,0,0
1259056,1,0,0
2106243,0,1,1
1287722,1,0,1
2122576,1,0,0
2984889,1,0,1
1447063,1,0,0
1365271,1,0,0
2273553,1,0,0
4115103,1,0,0
1943293,1,0,0
122959,1,0,0
4019898,1,0,0
4097491,1,0,0
216575,1,1,0
1276691,1,0,0
1244977,1,0,0
1198090,1,0,1
15958,1,0,0
1291554,1,0,1
2484969,1,0,0
1226487,1,0,0
1276518,1,0,0
1628313,1,1,1
1473100,0,1,0
2500679,0,1,0
1002153,1,0,0
1109205,1,0,0
1001884,1,0,0
1051108,1,0,0
3940662,1,0,0
4068895,1,0,1
1354384,1,0,0
1302469,1,0,0
1352831,1,1,1
1332729,1,0,0
2560364,1,0,1
1057563,1,0,0
1405683,0,0,1
1024464,1,0,1
3913031,1,0,0
2285913,1,0,1
1254797,1,0,0
1094813,1,0,0
1001521,1,0,0
1314638,0,1,0
2230554,1,0,0
2210236,1,0,1
2388053,1,0,0
2484118,1,0,0
1001564,1,0,0
41142,0,1,0
2508118,1,0,0
1245701,1,0,1
1230867,1,0,0
3819438,1,0,0
3896396,1,1,0
2422714,1,0,0
1006390,1,0,0
1140627,1,1,1
4551273,1,0,0
1291237,1,0,0
4001409,1,0,0
1219969,1,0,0
1392754,1,1,0
103889,1,0,0
2373384,1,0,0
2934316,1,0,0
1038934,1,0,0
1266811,1,0,0
107952,1,0,1
1144562,1,0,0
1008877,1,0,0
2318291,1,0,0
2147509,1,0,1
2281342,1,0,0
2492356,1,0,0
1137400,1,0,0
2263264,1,0,0
2276703,1,0,0
3133753,1,0,0
3900894,1,0,0
1075087,1,1,0
2293639,1,0,0
1127408,1,0,0
3161212,1,0,0
1040926,1,0,0
1168235,1,0,0
231632,0,1,0
1361503,1,0,0
2485532,1,0,0
244113,1,0,0
1149211,1,0,0
1182229,1,0,0
2171348,1,0,1
1416260,1,0,0
125619,1,0,0
1370149,1,0,0
2451092,1,0,0
2283592,1,0,0
1009408,1,0,0
2462285,1,0,0
2570584,1,0,0
132405,1,1,1
1329584,0,1,0
1477909,1,0,0
2058760,1,0,0
407606,1,0,0
1008980,1,0,0
410627,1,0,0
1041127,1,0,0
2278983,1,0,0
2812020,1,0,0
2212132,1,0,1
1256994,1,0,1
1008182,1,0,0
2124330,1,0,0
3988656,1,0,1
1505591,1,0,0
2634230,1,0,0
2206721,1,0,0
4113803,1,0,0
1288005,1,0,0
1336744,1,1,0
1011796,1,0,1
2014889,1,0,0
124354,1,0,0
410143,1,0,0
1398513,0,0,1
2473494,1,1,1
2198770,1,0,0
2263448,1,0,0
2476720,0,0,1
2400135,1,1,0
1245424,1,0,0
2554100,1,0,0
1350570,1,0,0
118746,1,0,0
1570913,1,0,0
3940715,1,1,0
119293,0,1,0
1201598,1,0,1
1230840,1,1,0
3895889,1,0,0
1552880,1,1,0
1132576,1,0,0
2463320,1,0,0
1420234,1,0,0
1002216,1,0,0
1285066,1,0,0
3786732,1,0,0
3780365,1,0,0
4137339,1,0,0
1350011,1,0,0
1184020,1,0,0
1525806,1,0,0
1212676,1,0,1
2357932,1,0,0
2372219,1,0,0
1165826,0,0,1
1005469,0,0,1
2166457,1,0,0
218071,1,0,1
2383389,1,0,0
3947892,1,0,1
1259458,1,0,0
2554107,1,0,0
1265702,1,0,0
2336231,1,0,0
1259033,1,0,1
2668999,1,0,0
1146982,1,0,0
2157353,1,0,0
1035543,1,0,1
3127644,1,0,0
1021204,1,0,0
2462694,1,0,0
3141189,1,0,0
221929,1,0,0
1777300,1,0,0
1482809,1,0,0
2289068,1,0,0
1035456,1,0,0
1006484,1,0,1
3801812,1,0,0
4017485,1,0,0
4067301,1,0,0
1630492,1,0,0
2542662,0,0,1
2603928,1,0,0
1185066,0,1,0
4161204,1,0,0
1113153,1,0,0
2296340,1,0,0
105465,1,0,1
1074914,1,0,0
1214850,1,0,0
1224354,1,0,0
4028597,1,0,0
3804372,0,0,1
1110941,1,0,0
2421823,1,0,1
2485623,1,0,0
1040251,1,0,0
1133684,0,1,0
1035531,1,0,1
1770817,0,0,1
2481594,0,1,0
1778668,1,0,0
2415866,1,1,0
1119302,1,1,0
1095527,1,0,1
1053752,1,0,0
1610226,1,0,0
405411,0,0,1
1132592,1,0,1
1219757,1,0,0
128371,1,1,0
1290703,1,0,1
2565294,1,0,0
2422472,1,0,0
1005696,1,0,0
1394420,1,0,0
2443458,1,0,0
4010300,1,0,0
2451121,1,0,0
104691,0,1,0
2445632,1,0,0
2402745,1,0,0
1474421,1,1,0
1149393,1,0,0
2504591,1,0,0
1183492,1,0,0
3940943,1,0,0
1208063,1,0,0
133566,1,1,1
127506,1,0,0
2411081,0,0,1
2349858,1,1,0
2481737,1,0,1
2499482,1,0,0
4011641,1,0,0
1958047,1,0,0
1020054,1,0,0
159929,1,1,0
1344912,1,0,0
242669,1,0,0
1208112,1,0,0
1087290,1,0,0
2031069,0,1,0
116225,0,1,0
