customer_id,segment,province_city
4551178,Regular,No Info
2466236,Regular,HA NOI
1089306,Regular,HAI DUONG
1286857,Regular,HO CHI MINH
1197110,Regular,NAM DINH
1184370,Regular,HA NOI
1217978,Regular,HA NOI
1256994,Gold,DONG NAI
1008189,Regular,HO CHI MINH
2431880,Regular,QUANG BINH
3850854,Regular,BINH DUONG
12107,Silver,HO CHI MINH
4416647,Regular,HO CHI MINH
1035211,Regular,HA NOI
29289,Regular,HO CHI MINH
3920847,Regular,BINH DUONG
127548,Regular,PHU THO
1089637,Regular,HA NOI
2894696,Silver,HO CHI MINH
155267,Regular,HA NOI
1169840,Regular,HA NOI
2135951,Regular,AN GIANG
3080160,Regular,HA NOI
2374520,Silver,HO CHI MINH
2382290,Regular,HAI DUONG
2476814,Regular,HAI DUONG
2476720,Silver,HA NOI
244187,Regular,HO CHI MINH
1139207,Silver,HA NOI
2781235,Regular,QUANG TRI
1232852,Silver,HO CHI MINH
2308969,Silver,HO CHI MINH
2599952,Regular,HO CHI MINH
3968017,Regular,No Info
394740,Regular,HA NOI
2119488,Regular,HAI DUONG
1168104,Regular,HA NOI
2923426,Regular,QUANG NINH
4365655,Regular,No Info
1112118,Regular,HA NOI
1012139,Regular,HA NOI
1225881,Regular,HO CHI MINH
1008980,Regular,HA NOI
1122125,Regular,HA TINH
2497825,Silver,HO CHI MINH
1255027,Regular,HO CHI MINH
4323201,Regular,HO CHI MINH
4032072,Silver,HO CHI MINH
115168,Silver,NAM DINH
1942985,Regular,LONG AN
2504895,Silver,HA NOI
1245446,Regular,HA NOI
2883114,Regular,NGHE AN
4063552,Silver,THAI BINH
3978163,Regular,HO CHI MINH
1150705,Regular,HO CHI MINH
3890622,Regular,No Info
2587282,Regular,HA NOI
4062549,Regular,No Info
3916100,Regular,No Info
4014969,Silver,HO CHI MINH
1104617,Regular,HO CHI MINH
1048968,Regular,HO CHI MINH
2485533,Silver,HA NOI
2544730,Silver,NAM DINH
1095642,Regular,HA NOI
3945735,Silver,HA NOI
3893883,Silver,NAM DINH
1465568,Regular,HO CHI MINH
2160155,Regular,HO CHI MINH
1107100,Regular,DA NANG
1077563,Silver,HO CHI MINH
3792862,Regular,HO CHI MINH
1413254,Regular,HO CHI MINH
1237069,Silver,HO CHI MINH
4307863,Regular,BINH DINH
2285244,Regular,AN GIANG
1262414,Regular,HA NOI
4005234,Silver,HO CHI MINH
1466181,Regular,HO CHI MINH
377046,Regular,HO CHI MINH
1134770,Regular,HO CHI MINH
1235234,Regular,HO CHI MINH
1035370,Regular,HA NOI
1420230,Regular,HO CHI MINH
2876759,Regular,NAM DINH
1999873,Silver,HAI PHONG
232614,Silver,DA NANG
1290466,Regular,HO CHI MINH
1122942,Regular,HO CHI MINH
1227656,Regular,HA NOI
1381124,Regular,HO CHI MINH
3893585,Regular,No Info
2533466,Regular,HA NOI
1020140,Regular,BINH DUONG
2160469,Regular,HA NOI
4062232,Regular,HO CHI MINH
3943284,Regular,No Info
1098383,Regular,THUA THIEN HUE
1395770,Regular,HA NOI
1127753,Regular,HO CHI MINH
3987828,Regular,HO CHI MINH
1133934,Regular,HOA BINH
2623826,Regular,VINH PHUC
1100307,Regular,HA NOI
1007273,Regular,HO CHI MINH
1350871,Regular,HO CHI MINH
2441858,Regular,BINH DUONG
235226,Regular,NAM DINH
1186760,Silver,HA NOI
212141,Regular,HO CHI MINH
1010685,Regular,HA NOI
4613710,Regular,NHA TRANG
1090325,Regular,HO CHI MINH
2295251,Regular,HA NOI
1165545,Regular,HA NOI
1082072,Regular,HA NOI
1054313,Regular,HO CHI MINH
1553353,Regular,HA NOI
3958714,Silver,HO CHI MINH
1331386,Regular,DONG NAI
1109866,Regular,HO CHI MINH
1469962,Regular,HO CHI MINH
1253965,Regular,HA NOI
2090209,Regular,NGHE AN
2406732,Silver,GIA LAI
1387483,Regular,HA NOI
1652254,Regular,HO CHI MINH
1274895,Silver,HA NOI
1146524,Regular,HA NOI
2501519,Regular,HA NOI
3982657,Regular,HA NOI
3115115,Regular,No Info
1004185,Regular,HO CHI MINH
1137495,Regular,CAN THO
2522255,Regular,HO CHI MINH
3856529,Regular,HA NOI
379856,Regular,HOA BINH
1005992,Silver,HO CHI MINH
1132688,Regular,HA NOI
2462416,Regular,HA NOI
2505082,Silver,HA NOI
1218705,Regular,HA NOI
2504589,Regular,HA NOI
1316410,Regular,HO CHI MINH
186390,Regular,NHA TRANG
4032230,Regular,HO CHI MINH
1303166,Regular,HA NOI
1314278,Regular,THANH HOA
2331401,Gold,BAC NINH
4465915,Regular,BAC GIANG
23751,Regular,DA NANG
2158943,Silver,DA NANG
2243028,Regular,NAM DINH
1167444,Regular,HA NOI
1072829,Silver,HO CHI MINH
2542905,Regular,HA NOI
134667,Regular,THANH HOA
116753,Regular,HO CHI MINH
1129080,Regular,HA NOI
2181061,Regular,HA NOI
2346733,Regular,THANH HOA
2339482,Regular,HO CHI MINH
2591342,Regular,HA NOI
2452941,Silver,HO CHI MINH
3784269,Regular,VUNG TAU
1208170,Regular,HA NOI
3909673,Regular,HO CHI MINH
220723,Regular,HO CHI MINH
1336959,Silver,HO CHI MINH
1199260,Silver,HA NOI
1206846,Regular,HAI PHONG
2171348,Silver,HO CHI MINH
2364056,Regular,HA NOI
453191,Regular,NGHE AN
2559306,Regular,HO CHI MINH
1017562,Regular,HA NOI
2051244,Regular,HA NOI
3034116,Regular,HO CHI MINH
2923741,Regular,HO CHI MINH
3956498,Regular,HOA BINH
1202699,Silver,HA NOI
1005899,Gold,HO CHI MINH
2966969,Regular,HA NOI
2467022,Regular,HA NOI
3816659,Regular,HO CHI MINH
2467048,Gold,HA NOI
115254,Regular,HO CHI MINH
1370932,Regular,HOA BINH
228431,Gold,HO CHI MINH
2317510,Gold,HO CHI MINH
1366519,Regular,HO CHI MINH
2603612,Regular,HO CHI MINH
1381956,Regular,HA NOI
1056211,Silver,LONG AN
1303347,Regular,BINH DINH
1008132,Silver,HO CHI MINH
1157105,Regular,HO CHI MINH
380503,Regular,HOA BINH
2011892,Regular,HA NOI
1272967,Regular,HO CHI MINH
1173131,Gold,BAC GIANG
1767303,Regular,HO CHI MINH
1010906,Silver,HO CHI MINH
2337003,Regular,THUA THIEN HUE
1678930,Regular,HO CHI MINH
4554077,Regular,HA NOI
1240677,Regular,HA NOI
2293348,Regular,HA NOI
2386021,Regular,HA NOI
1856048,Regular,HA NOI
1807215,Regular,HA NOI
415775,Regular,NGHE AN
2560364,Silver,HO CHI MINH
1504463,Regular,HA NOI
3769227,Regular,No Info
1840521,Regular,DONG THAP
1684580,Regular,HA NOI
2157353,Regular,THUA THIEN HUE
1162194,Regular,HO CHI MINH
2411081,Silver,HO CHI MINH
1478418,Regular,HA NOI
1082473,Regular,VINH PHUC
3966249,Regular,HO CHI MINH
2242407,Regular,HA NOI
102857,Regular,HO CHI MINH
2975578,Regular,HO CHI MINH
1027567,Regular,HA NOI
1160806,Regular,HOA BINH
1131439,Regular,HA NOI
1558327,Gold,HO CHI MINH
3820857,Regular,HAI DUONG
1231752,Silver,HO CHI MINH
2441875,Regular,HA NOI
1054937,Regular,HA NOI
2222690,Regular,HA NOI
2988947,Regular,HA NOI
1146982,Regular,HA NOI
1273721,Regular,HA NOI
4067527,Regular,VINH PHUC
3199709,Silver,BINH DUONG
2196596,Regular,HA NOI
1140546,Regular,HA NOI
121370,Regular,HA NOI
1642722,Regular,HO CHI MINH
1196603,Silver,HO CHI MINH
1474193,Regular,CAN THO
2312350,Regular,HAI PHONG
2232778,Regular,HO CHI MINH
2245790,Silver,HAI DUONG
1831170,Regular,HO CHI MINH
1253178,Regular,HA NOI
1833589,Silver,THUA THIEN HUE
12125,Gold,HO CHI MINH
2222692,Regular,No Info
2282861,Regular,DA NANG
1323780,Regular,HA NOI
2503041,Regular,HA NOI
2562536,Regular,NAM DINH
1175896,Regular,HA TINH
2277435,Regular,NGHE AN
2154416,Regular,CAN THO
2281841,Regular,HAI PHONG
1155891,Regular,HA NOI
115870,Regular,HO CHI MINH
1033670,Regular,HA NOI
4107936,Regular,HA NOI
1276473,Regular,HOA BINH
3066470,Regular,DA NANG
159733,Regular,BAC GIANG
2154888,Regular,HOA BINH
1187623,Gold,HO CHI MINH
1034111,Gold,NGHE AN
137910,Regular,CAN THO
407233,Regular,HO CHI MINH
1830308,Silver,HO CHI MINH
38238,Regular,HA NOI
1190348,Regular,DA NANG
2163020,Silver,HA NOI
2248869,Silver,HA NOI
39147,Regular,HA NOI
1315550,Silver,HA NOI
1103834,Regular,THANH HOA
1191373,Regular,HA NOI
1860466,Silver,HA NOI
2500679,Regular,HO CHI MINH
1348560,Silver,DONG NAI
39364,Gold,HA NOI
2479970,Silver,HO CHI MINH
2265278,Regular,HO CHI MINH
1298824,Regular,BINH THUAN
1941593,Regular,HA NOI
1150596,Regular,HA NOI
4517948,Silver,HO CHI MINH
2553997,Regular,BAC GIANG
230099,Regular,HO CHI MINH
4578424,Regular,No Info
11086,Regular,HO CHI MINH
1003373,Regular,HO CHI MINH
3214054,Regular,HA NOI
2366747,Regular,THANH HOA
1104161,Regular,HO CHI MINH
1104345,Regular,HO CHI MINH
3947452,Regular,HO CHI MINH
4136974,Regular,HO CHI MINH
2350843,Regular,HA NOI
1463704,Regular,HO CHI MINH
1133823,Regular,HA NOI
1133451,Regular,HO CHI MINH
1106825,Regular,DA NANG
1244199,Regular,HA NOI
1392262,Regular,HA NOI
4078048,Regular,No Info
2200068,Regular,HO CHI MINH
1166032,Regular,HA NOI
2225333,Regular,BAC GIANG
1122797,Regular,HO CHI MINH
1127668,Regular,HO CHI MINH
2502160,Silver,HO CHI MINH
1199334,Regular,HA NOI
2007371,Regular,HA NOI
1012308,Silver,NAM DINH
2143397,Silver,HO CHI MINH
3158291,Regular,No Info
3870001,Regular,No Info
1304687,Regular,HA NOI
220602,Gold,DA NANG
2017719,Regular,VINH PHUC
3842533,Regular,NGHE AN
3997697,Regular,NHA TRANG
1080045,Regular,HA NOI
1202603,Regular,HO CHI MINH
2338563,Regular,HA NOI
22491,Silver,DA NANG
3109016,Silver,HO CHI MINH
1077635,Regular,DA NANG
2309797,Regular,THANH HOA
4161204,Regular,HO CHI MINH
2294747,Regular,THANH HOA
1108709,Regular,HO CHI MINH
1050842,Regular,QUANG NINH
1027133,Regular,HA NOI
1899295,Regular,BINH DINH
2503326,Regular,KIEN GIANG
1784548,Regular,HA NOI
2228990,Silver,HO CHI MINH
1930684,Regular,HO CHI MINH
1149937,Regular,CAN THO
2218125,Regular,HA NOI
38433,Regular,HA NOI
1295870,Silver,HA NOI
1067235,Regular,HA NOI
118746,Regular,DA NANG
4565526,Regular,HO CHI MINH
2366170,Regular,HA NOI
1035831,Regular,HA NOI
4290963,Regular,HA NOI
1069540,Regular,HO CHI MINH
3145806,Regular,BAC NINH
2206443,Regular,HA NOI
2242224,Regular,QUANG NINH
3833904,Regular,HO CHI MINH
1834153,Regular,HO CHI MINH
1104355,Regular,HO CHI MINH
2508152,Regular,HA NOI
2494294,Regular,BINH DINH
4125330,Regular,No Info
1155798,Gold,HA NOI
1053752,Regular,THAI NGUYEN
2585892,Regular,HAI DUONG
1325121,Regular,HA NOI
2349833,Regular,THANH HOA
1111979,Regular,HA NOI
1496516,Regular,HA NOI
2125080,Silver,HA NOI
38001,Gold,HO CHI MINH
1338003,Regular,THAI NGUYEN
1349809,Regular,HA NOI
3817741,Regular,NAM DINH
1306271,Regular,HOA BINH
2210398,Regular,HA NOI
4029270,Regular,No Info
3936001,Regular,NAM DINH
4071427,Regular,HO CHI MINH
1018240,Regular,HOA BINH
4069495,Regular,HA TINH
4100249,Regular,HO CHI MINH
1197084,Regular,DA NANG
3976238,Regular,HA NOI
1373348,Silver,HO CHI MINH
1374201,Regular,NGHE AN
1067857,Regular,HO CHI MINH
126832,Regular,HO CHI MINH
1129126,Regular,HA NOI
1006538,Silver,HO CHI MINH
1165302,Regular,HA NOI
4027814,Regular,PHU THO
1301880,Silver,HO CHI MINH
1009307,Silver,HOA BINH
1117885,Regular,HO CHI MINH
113122,Regular,QUANG NINH
2311287,Regular,DA NANG
2364392,Regular,No Info
3214988,Regular,HAI PHONG
1196947,Regular,HO CHI MINH
2234120,Silver,HO CHI MINH
1077544,Regular,HO CHI MINH
2159216,Regular,HAI PHONG
126189,Silver,HO CHI MINH
2458374,Silver,HA NOI
2500110,Regular,HA NOI
1182229,Regular,HO CHI MINH
2162698,Regular,HA NOI
1104578,Regular,HO CHI MINH
1454707,Regular,HA NOI
11088,Silver,HO CHI MINH
1289718,Regular,HO CHI MINH
1152382,Regular,HO CHI MINH
1038839,Regular,HO CHI MINH
2263433,Regular,HA NOI
1083505,Regular,HA NOI
2306980,Regular,HA NOI
1222216,Regular,HA NOI
2278361,Regular,HA NOI
1251963,Regular,HA NOI
1160816,Regular,HOA BINH
2354471,Regular,HA NOI
105693,Regular,HO CHI MINH
136112,Regular,NGHE AN
136538,Regular,HO CHI MINH
1161575,Silver,HO CHI MINH
12826,Regular,HO CHI MINH
1247957,Silver,HO CHI MINH
3891249,Regular,No Info
1006547,Silver,HO CHI MINH
3898790,Regular,No Info
1239539,Regular,HA NOI
1228564,Regular,BAC GIANG
4108304,Regular,No Info
1123826,Regular,HA NOI
4562458,Silver,HO CHI MINH
241333,Silver,HO CHI MINH
1096553,Regular,THUA THIEN HUE
1086891,Regular,HA NOI
2252616,Regular,NGHE AN
4490858,Regular,HO CHI MINH
4115148,Regular,HO CHI MINH
1188089,Silver,THAI BINH
3761763,Silver,AN GIANG
2477046,Regular,HA NOI
2326399,Regular,QUANG BINH
1248761,Regular,HA NOI
2588945,Regular,HOA BINH
2601562,Regular,HA NOI
2273238,Gold,HO CHI MINH
1338225,Regular,HA NOI
3033748,Regular,No Info
1104658,Regular,HOA BINH
2510459,Regular,HA NOI
1159696,Silver,HO CHI MINH
2488829,Regular,HO CHI MINH
3821054,Silver,DA NANG
1315066,Silver,HO CHI MINH
1358888,Regular,HA NOI
1226425,Gold,HO CHI MINH
4590681,Silver,HO CHI MINH
1039826,Regular,HA NOI
1187811,Regular,HO CHI MINH
2410770,Regular,DONG THAP
1239085,Regular,BINH DINH
1202011,Silver,THANH HOA
109462,Gold,HO CHI MINH
1107390,Regular,HA NOI
1358796,Regular,BINH DUONG
2487423,Regular,HA NOI
2321068,Regular,HAI PHONG
1235281,Regular,HO CHI MINH
1053147,Regular,HO CHI MINH
2429856,Silver,HA NOI
2316411,Silver,HO CHI MINH
1092529,Regular,DA NANG
1065101,Regular,HAI PHONG
2390598,Regular,HA NOI
109304,Regular,QUANG BINH
1050343,Regular,HA NOI
1019748,Regular,VUNG TAU
2300008,Regular,HOA BINH
2341366,Regular,No Info
2209920,Regular,AN GIANG
1336187,Regular,QUANG TRI
1066907,Regular,HA NOI
1262067,Regular,HA NOI
1045933,Silver,HA NOI
11839,Regular,HO CHI MINH
1318407,Silver,HO CHI MINH
1010326,Gold,HO CHI MINH
1172752,Regular,HA NOI
2442077,Regular,HA NOI
2553695,Regular,HA NOI
1165280,Silver,HO CHI MINH
2300773,Regular,HAI PHONG
2543703,Regular,HO CHI MINH
137261,Regular,HA NOI
3826840,Silver,HO CHI MINH
2677312,Regular,HAI PHONG
2150679,Regular,DONG NAI
1185387,Regular,THANH HOA
1329830,Silver,HO CHI MINH
1048322,Silver,HA NOI
2551484,Regular,HAI PHONG
236625,Regular,HO CHI MINH
1241595,Regular,HO CHI MINH
2139404,Silver,HA NOI
4115103,Regular,HO CHI MINH
2462318,Silver,HA NOI
1119146,Regular,QUANG TRI
2277057,Regular,HA NOI
2419499,Silver,HO CHI MINH
1011756,Regular,HO CHI MINH
1276518,Regular,HO CHI MINH
1082153,Regular,QUANG BINH
3779272,Silver,PHU THO
438084,Regular,HA NOI
1109527,Regular,HA NOI
1176077,Regular,HA NOI
1146177,Regular,HA NOI
1349361,Regular,HA NOI
116738,Regular,QUANG BINH
4068911,Regular,HO CHI MINH
4179042,Regular,AN GIANG
1153146,Regular,HA NOI
2376270,Silver,HA NOI
2340053,Regular,DONG NAI
2230161,Regular,HO CHI MINH
3929640,Regular,HA NOI
1278649,Regular,HA NOI
2222415,Regular,BINH DUONG
2406571,Regular,HA TINH
2394328,Regular,HA NOI
1784655,Gold,HA NOI
1005525,Regular,HO CHI MINH
4107595,Regular,HAI PHONG
4099743,Regular,HA NOI
1160690,Regular,HO CHI MINH
1064019,Regular,HO CHI MINH
229463,Regular,HAI PHONG
3965056,Regular,PHU THO
1440983,Regular,HA NOI
1094538,Regular,NGHE AN
1024392,Regular,HA NOI
2242779,Silver,HO CHI MINH
2332814,Regular,QUANG NINH
2979224,Silver,VINH LONG
3780365,Regular,No Info
3918953,Regular,No Info
1291728,Silver,HO CHI MINH
1111854,Regular,QUANG NINH
1223307,Gold,HO CHI MINH
182704,Regular,HO CHI MINH
399635,Regular,VINH LONG
3961560,Regular,NAM DINH
2232605,Gold,HA NOI
2252766,Regular,HOA BINH
114939,Regular,QUANG BINH
1161554,Regular,HOA BINH
3973016,Regular,BINH THUAN
1546348,Regular,HA NOI
1021604,Silver,HA NOI
1842397,Regular,DA NANG
2411633,Regular,QUANG NINH
41142,Regular,HA NOI
1235416,Regular,HA NOI
3891054,Regular,No Info
1294281,Regular,HO CHI MINH
26952,Regular,HO CHI MINH
2270041,Regular,HO CHI MINH
451010,Silver,HA TINH
3207846,Regular,No Info
2382923,Regular,NGHE AN
136764,Regular,HO CHI MINH
1416260,Regular,HA NOI
2235703,Regular,THANH HOA
1227096,Regular,HA NOI
103461,Gold,THANH HOA
1329956,Regular,HO CHI MINH
1098581,Regular,QUANG NINH
2240374,Regular,HA NOI
3952082,Regular,HO CHI MINH
122144,Regular,HA NOI
125622,Regular,HO CHI MINH
2517600,Silver,HO CHI MINH
1052928,Regular,NGHE AN
1178430,Regular,GIA LAI
255792,Regular,THUA THIEN HUE
4011641,Silver,HO CHI MINH
126762,Regular,HO CHI MINH
3816125,Regular,No Info
1149864,Regular,HA NOI
239048,Silver,HO CHI MINH
381963,Regular,AN GIANG
1003106,Silver,HO CHI MINH
3782348,Silver,HA NOI
1281881,Regular,THAI BINH
1157543,Regular,NAM DINH
1289650,Silver,HO CHI MINH
1137666,Regular,THANH HOA
4481587,Regular,HO CHI MINH
102121,Silver,VINH PHUC
394676,Regular,NAM DINH
1149211,Regular,HO CHI MINH
2095372,Regular,HO CHI MINH
1218426,Regular,HO CHI MINH
3033703,Regular,No Info
1473268,Regular,HA NOI
1198096,Silver,DA NANG
2542786,Regular,CAN THO
2166246,Regular,PHU THO
1106267,Regular,HA NOI
1190301,Silver,DONG THAP
1179251,Silver,HO CHI MINH
120722,Regular,HA NOI
11664,Regular,HO CHI MINH
1110174,Regular,HA NOI
124235,Gold,HO CHI MINH
4587113,Regular,No Info
1386342,Regular,HO CHI MINH
2284393,Regular,AN GIANG
3953351,Regular,No Info
1008864,Regular,HO CHI MINH
1017073,Regular,HA NOI
1329114,Regular,HA NOI
2177640,Regular,HO CHI MINH
2341878,Regular,HA NOI
1013348,Regular,HA NOI
1372253,Regular,HO CHI MINH
1000294,Regular,HAI PHONG
1163587,Regular,HA NOI
4070711,Regular,HO CHI MINH
1148765,Regular,NGHE AN
1191075,Gold,HO CHI MINH
231914,Regular,DA NANG
1206890,Regular,HO CHI MINH
2235608,Regular,AN GIANG
1216231,Regular,THANH HOA
1664828,Silver,CAN THO
1638777,Regular,HO CHI MINH
2561467,Regular,HA NOI
1236351,Silver,HO CHI MINH
2473853,Silver,NAM DINH
1210245,Regular,HO CHI MINH
1072808,Regular,HO CHI MINH
137106,Gold,HA NOI
115599,Regular,HO CHI MINH
1167222,Regular,HA NOI
2152502,Regular,VINH PHUC
4382569,Silver,HO CHI MINH
1001504,Regular,HA NOI
134150,Regular,HO CHI MINH
4066036,Regular,HO CHI MINH
1139006,Regular,HA NOI
1229400,Silver,HO CHI MINH
1406814,Regular,HO CHI MINH
1075642,Silver,HA NOI
1337223,Regular,HO CHI MINH
4522923,Regular,HO CHI MINH
2461230,Regular,HO CHI MINH
4071652,Regular,HO CHI MINH
4140586,Regular,HA NOI
1276601,Silver,HO CHI MINH
1280931,Silver,HA NOI
1385769,Silver,HAI DUONG
2466827,Regular,QUANG NINH
2881344,Silver,BINH DUONG
1350570,Regular,HA NOI
1417325,Regular,VINH PHUC
3833689,Regular,TIEN GIANG
3734380,Regular,HAI DUONG
11796,Regular,HO CHI MINH
1203793,Regular,HA NOI
1135395,Regular,HA NOI
2812015,Regular,DONG NAI
3980877,Regular,CAN THO
2895159,Regular,DONG NAI
1007444,Regular,HO CHI MINH
2483763,Regular,No Info
118380,Silver,HO CHI MINH
2283030,Silver,HA NOI
2381285,Regular,HO CHI MINH
1504095,Regular,HOA BINH
1011657,Gold,HO CHI MINH
2643393,Regular,HO CHI MINH
25580,Regular,THUA THIEN HUE
1228686,Regular,HO CHI MINH
2262347,Silver,HO CHI MINH
2958197,Regular,No Info
133436,Regular,THANH HOA
4074135,Regular,No Info
1765067,Silver,HO CHI MINH
2318125,Gold,HO CHI MINH
1246128,Regular,QUANG TRI
2596749,Regular,HO CHI MINH
2318527,Gold,HO CHI MINH
134888,Regular,HA NOI
2183713,Silver,HO CHI MINH
1277159,Regular,HO CHI MINH
1161950,Regular,HA NOI
1119687,Regular,HO CHI MINH
2551328,Regular,NGHE AN
1130660,Regular,HO CHI MINH
3946845,Regular,DA NANG
2555619,Regular,DONG THAP
1121964,Regular,HAI PHONG
2392258,Silver,HO CHI MINH
1907851,Regular,HA NOI
1199232,Regular,HA NOI
1256286,Regular,DA NANG
4029723,Silver,HO CHI MINH
1108611,Regular,HO CHI MINH
1157831,Regular,HA NOI
1402517,Regular,HO CHI MINH
2042629,Regular,HA NOI
2440477,Regular,HO CHI MINH
1631078,Regular,HO CHI MINH
1185082,Regular,HA NOI
2054024,Regular,BAC GIANG
3900952,Regular,BAC GIANG
4322911,Regular,HO CHI MINH
2196682,Regular,HA NOI
198205,Silver,NAM DINH
4553733,Regular,BINH DUONG
1158985,Regular,HA NOI
4107592,Regular,DA LAT
1024537,Regular,BAC GIANG
2321253,Silver,HO CHI MINH
1244605,Regular,HA NOI
1375015,Regular,CAN THO
1279565,Regular,HA NOI
